source,oxford_pets,eurosat,dtd,food101,oxford_flowers,caltech101,stanford_cars,fgvc_aircraft,ucf101,sun397
caltech101,0.1999999999999981,1.9666666666666668,1.500000000000001,1.8000000000000018,1.1333333333333329,,-0.733333333333332,-0.39999999999999974,0.8000000000000019,1.2333333333333318
food101,-6.166666666666669,-2.633333333333335,-3.033333333333335,,3.9333333333333322,3.0666666666666678,1.9333333333333347,-0.5333333333333335,0.36666666666666475,0.033333333333333805
sun397,-3.200000000000003,-2.233333333333332,0.39999999999999974,-0.8333333333333357,-1.4333333333333325,2.699999999999998,-1.9333333333333347,-1.8000000000000005,-3.2999999999999994,
oxford_pets,,-3.1666666666666656,1.8333333333333321,4.066666666666667,2.366666666666665,1.6666666666666714,2.700000000000003,1.5999999999999999,3.5,2.1000000000000014
