source,oxford_pets,eurosat,dtd,food101,oxford_flowers,caltech101,stanford_cars,fgvc_aircraft,ucf101,sun397
caltech101,-1.7000000000000028,4.1000000000000005,2.3666666666666685,1.6000000000000039,0.733333333333332,,-2.433333333333335,-0.29999999999999954,1.3333333333333333,0.5666666666666652
food101,-5.733333333333337,-1.8666666666666671,-3.266666666666667,,1.4666666666666661,2.500000000000005,2.133333333333335,0.43333333333333357,-0.6333333333333305,0.7000000000000005
sun397,3.6000000000000014,-0.6666666666666666,1.9333333333333325,1.3666666666666671,0.8333333333333334,4.333333333333338,-1.8333333333333357,-1.033333333333334,1.5333333333333339,
oxford_pets,,-3.0999999999999996,1.8666666666666671,4.5666666666666655,2.8333333333333335,1.733333333333339,2.666666666666669,1.4666666666666668,3.6333333333333306,2.200000000000003
