source,num_pairs,coop_mean,safe_mean,legacy_mean,safe_delta_mean,safe_delta_std,legacy_delta_mean,legacy_delta_std,safe_minus_legacy_mean,safe_minus_legacy_std
oxford_pets,27,36.166666666666664,38.15185185185185,38.01851851851852,1.985185185185186,5.132153821642803,1.8518518518518527,5.093840199418115,0.13333333333333328,0.38829013735766055
sun397,27,43.03703703703704,44.15555555555556,41.74444444444444,1.118518518518519,4.1833035378787065,-1.2925925925925934,3.6663675091636296,2.411111111111112,4.109682126331329
caltech101,27,43.82222222222222,44.51851851851852,44.65555555555556,0.6962962962962962,3.6355595782896275,0.8333333333333336,3.012282548806827,-0.1370370370370374,1.668981298726435
food101,27,38.5037037037037,38.029629629629625,38.166666666666664,-0.4740740740740734,5.838242134844291,-0.33703703703703775,5.158573755495136,-0.13703703703703574,3.868427244337076
