source,target,seed,coop_acc,coop_log,safe_acc,safe_log,legacy_acc,legacy_log,safe_delta,legacy_delta,safe_minus_legacy,complete
oxford_pets,oxford_flowers,2,39.7,third_party/CoOp_clean/output/xd/test/oxford_flowers/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed2/log.txt,44.8,third_party/CoOp_clean/output/xd/test/oxford_flowers/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed2/log.txt,44.8,third_party/CoOp_clean/output/xd/test/oxford_flowers/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed2/log.txt,5.099999999999994,5.099999999999994,0.0,True
oxford_pets,oxford_flowers,3,50.3,third_party/CoOp_clean/output/xd/test/oxford_flowers/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed3/log.txt,50.6,third_party/CoOp_clean/output/xd/test/oxford_flowers/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed3/log.txt,50.3,third_party/CoOp_clean/output/xd/test/oxford_flowers/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed3/log.txt,0.30000000000000426,0.0,0.30000000000000426,True
oxford_pets,caltech101,1,58.5,third_party/CoOp_clean/output/xd/test/caltech101/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed1/log.txt,66.2,third_party/CoOp_clean/output/xd/test/caltech101/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed1/log.txt,66.2,third_party/CoOp_clean/output/xd/test/caltech101/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed1/log.txt,7.700000000000003,7.700000000000003,0.0,True
oxford_pets,caltech101,2,71.6,third_party/CoOp_clean/output/xd/test/caltech101/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed2/log.txt,74.0,third_party/CoOp_clean/output/xd/test/caltech101/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed2/log.txt,74.2,third_party/CoOp_clean/output/xd/test/caltech101/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed2/log.txt,2.4000000000000057,2.6000000000000085,-0.20000000000000284,True
oxford_pets,caltech101,3,78.1,third_party/CoOp_clean/output/xd/test/caltech101/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed3/log.txt,73.2,third_party/CoOp_clean/output/xd/test/caltech101/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed3/log.txt,72.8,third_party/CoOp_clean/output/xd/test/caltech101/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed3/log.txt,-4.8999999999999915,-5.299999999999997,0.4000000000000057,True
oxford_pets,stanford_cars,1,42.5,third_party/CoOp_clean/output/xd/test/stanford_cars/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed1/log.txt,44.1,third_party/CoOp_clean/output/xd/test/stanford_cars/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed1/log.txt,44.4,third_party/CoOp_clean/output/xd/test/stanford_cars/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed1/log.txt,1.6000000000000014,1.8999999999999986,-0.29999999999999716,True
oxford_pets,stanford_cars,2,45.8,third_party/CoOp_clean/output/xd/test/stanford_cars/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed2/log.txt,47.8,third_party/CoOp_clean/output/xd/test/stanford_cars/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed2/log.txt,47.6,third_party/CoOp_clean/output/xd/test/stanford_cars/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed2/log.txt,2.0,1.8000000000000043,0.19999999999999574,True
oxford_pets,stanford_cars,3,44.8,third_party/CoOp_clean/output/xd/test/stanford_cars/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed3/log.txt,49.2,third_party/CoOp_clean/output/xd/test/stanford_cars/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed3/log.txt,49.2,third_party/CoOp_clean/output/xd/test/stanford_cars/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed3/log.txt,4.400000000000006,4.400000000000006,0.0,True
oxford_pets,fgvc_aircraft,1,5.3,third_party/CoOp_clean/output/xd/test/fgvc_aircraft/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed1/log.txt,4.9,third_party/CoOp_clean/output/xd/test/fgvc_aircraft/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed1/log.txt,4.9,third_party/CoOp_clean/output/xd/test/fgvc_aircraft/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed1/log.txt,-0.39999999999999947,-0.39999999999999947,0.0,True
oxford_pets,fgvc_aircraft,2,4.2,third_party/CoOp_clean/output/xd/test/fgvc_aircraft/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed2/log.txt,6.5,third_party/CoOp_clean/output/xd/test/fgvc_aircraft/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed2/log.txt,6.8,third_party/CoOp_clean/output/xd/test/fgvc_aircraft/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed2/log.txt,2.3,2.5999999999999996,-0.2999999999999998,True
oxford_pets,fgvc_aircraft,3,7.6,third_party/CoOp_clean/output/xd/test/fgvc_aircraft/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed3/log.txt,10.1,third_party/CoOp_clean/output/xd/test/fgvc_aircraft/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed3/log.txt,10.2,third_party/CoOp_clean/output/xd/test/fgvc_aircraft/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed3/log.txt,2.5,2.5999999999999996,-0.09999999999999964,True
oxford_pets,ucf101,1,38.7,third_party/CoOp_clean/output/xd/test/ucf101/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed1/log.txt,44.9,third_party/CoOp_clean/output/xd/test/ucf101/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed1/log.txt,44.6,third_party/CoOp_clean/output/xd/test/ucf101/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed1/log.txt,6.199999999999996,5.899999999999999,0.29999999999999716,True
oxford_pets,ucf101,2,36.6,third_party/CoOp_clean/output/xd/test/ucf101/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed2/log.txt,40.5,third_party/CoOp_clean/output/xd/test/ucf101/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed2/log.txt,40.2,third_party/CoOp_clean/output/xd/test/ucf101/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed2/log.txt,3.8999999999999986,3.6000000000000014,0.29999999999999716,True
oxford_pets,ucf101,3,41.2,third_party/CoOp_clean/output/xd/test/ucf101/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed3/log.txt,42.0,third_party/CoOp_clean/output/xd/test/ucf101/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed3/log.txt,42.2,third_party/CoOp_clean/output/xd/test/ucf101/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed3/log.txt,0.7999999999999972,1.0,-0.20000000000000284,True
oxford_pets,sun397,1,32.8,third_party/CoOp_clean/output/xd/test/sun397/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed1/log.txt,33.7,third_party/CoOp_clean/output/xd/test/sun397/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed1/log.txt,33.2,third_party/CoOp_clean/output/xd/test/sun397/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed1/log.txt,0.9000000000000057,0.4000000000000057,0.5,True
oxford_pets,sun397,2,34.5,third_party/CoOp_clean/output/xd/test/sun397/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed2/log.txt,38.7,third_party/CoOp_clean/output/xd/test/sun397/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed2/log.txt,39.0,third_party/CoOp_clean/output/xd/test/sun397/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed2/log.txt,4.200000000000003,4.5,-0.29999999999999716,True
oxford_pets,sun397,3,40.0,third_party/CoOp_clean/output/xd/test/sun397/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed3/log.txt,41.5,third_party/CoOp_clean/output/xd/test/sun397/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed3/log.txt,41.4,third_party/CoOp_clean/output/xd/test/sun397/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed3/log.txt,1.5,1.3999999999999986,0.10000000000000142,True
