dataset,method,shots,nctx,seed,accuracy,macro_f1,use_b,b_loss_weight,meta_lr_ratio,setting_tag,log_path,is_fresh,is_smoke,is_cachebuild,status,exclude_reason,formal_key
eurosat,CoOp,2,6,1,50.1,48.4,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_2shots/nctx6_cscFalse_ctpend/seed1/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k2|m6|seed1
eurosat,CoOp,2,6,2,53.6,48.2,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_2shots/nctx6_cscFalse_ctpend/seed2/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k2|m6|seed2
eurosat,CoOp,2,6,3,53.0,52.7,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_2shots/nctx6_cscFalse_ctpend/seed3/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k2|m6|seed3
eurosat,CoOp,2,8,1,46.0,42.6,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_2shots/nctx8_cscFalse_ctpend/seed1/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k2|m8|seed1
eurosat,CoOp,2,8,2,49.0,44.4,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_2shots/nctx8_cscFalse_ctpend/seed2/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k2|m8|seed2
eurosat,CoOp,2,8,3,61.6,60.0,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_2shots/nctx8_cscFalse_ctpend/seed3/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k2|m8|seed3
eurosat,CoOp,2,10,1,50.1,48.4,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_2shots/nctx10_cscFalse_ctpend/seed1/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k2|m10|seed1
eurosat,CoOp,2,10,2,44.3,41.6,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_2shots/nctx10_cscFalse_ctpend/seed2/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k2|m10|seed2
eurosat,CoOp,2,10,3,60.9,59.0,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_2shots/nctx10_cscFalse_ctpend/seed3/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k2|m10|seed3
eurosat,CoOp,2,12,1,54.0,54.0,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_2shots/nctx12_cscFalse_ctpend/seed1/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k2|m12|seed1
eurosat,CoOp,2,12,2,56.7,54.9,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_2shots/nctx12_cscFalse_ctpend/seed2/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k2|m12|seed2
eurosat,CoOp,2,12,3,57.5,56.7,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_2shots/nctx12_cscFalse_ctpend/seed3/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k2|m12|seed3
eurosat,CoOp,2,14,1,49.9,49.6,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_2shots/nctx14_cscFalse_ctpend/seed1/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k2|m14|seed1
eurosat,CoOp,2,14,2,55.8,54.5,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_2shots/nctx14_cscFalse_ctpend/seed2/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k2|m14|seed2
eurosat,CoOp,2,14,3,59.1,58.4,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_2shots/nctx14_cscFalse_ctpend/seed3/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k2|m14|seed3
eurosat,CoOp,2,16,1,59.2,58.5,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_2shots/nctx16_cscFalse_ctpend/seed1/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k2|m16|seed1
eurosat,CoOp,2,16,2,57.3,55.2,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_2shots/nctx16_cscFalse_ctpend/seed2/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k2|m16|seed2
eurosat,CoOp,2,16,3,57.3,58.1,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_2shots/nctx16_cscFalse_ctpend/seed3/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k2|m16|seed3
eurosat,CoOp,4,2,1,59.2,55.5,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_4shots/nctx2_cscFalse_ctpend/seed1/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k4|m2|seed1
eurosat,CoOp,4,2,2,58.2,55.8,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_4shots/nctx2_cscFalse_ctpend/seed2/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k4|m2|seed2
eurosat,CoOp,4,2,3,58.4,56.5,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_4shots/nctx2_cscFalse_ctpend/seed3/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k4|m2|seed3
eurosat,CoOp,4,4,1,63.9,63.6,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_4shots/nctx4_cscFalse_ctpend/seed1/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k4|m4|seed1
eurosat,CoOp,4,4,2,58.2,54.7,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_4shots/nctx4_cscFalse_ctpend/seed2/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k4|m4|seed2
eurosat,CoOp,4,4,3,60.5,58.3,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_4shots/nctx4_cscFalse_ctpend/seed3/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k4|m4|seed3
eurosat,CoOp,4,6,1,57.0,56.6,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_4shots/nctx6_cscFalse_ctpend/seed1/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k4|m6|seed1
eurosat,CoOp,4,6,2,54.0,52.0,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_4shots/nctx6_cscFalse_ctpend/seed2/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k4|m6|seed2
eurosat,CoOp,4,6,3,60.2,56.5,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_4shots/nctx6_cscFalse_ctpend/seed3/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k4|m6|seed3
eurosat,CoOp,4,8,1,44.9,42.0,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_4shots/nctx8_cscFalse_ctpend/seed1/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k4|m8|seed1
eurosat,CoOp,4,8,2,67.4,66.5,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_4shots/nctx8_cscFalse_ctpend/seed2/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k4|m8|seed2
eurosat,CoOp,4,8,3,62.1,58.6,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_4shots/nctx8_cscFalse_ctpend/seed3/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k4|m8|seed3
eurosat,CoOp,4,10,1,49.4,46.0,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_4shots/nctx10_cscFalse_ctpend/seed1/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k4|m10|seed1
eurosat,CoOp,4,10,2,50.0,47.6,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_4shots/nctx10_cscFalse_ctpend/seed2/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k4|m10|seed2
eurosat,CoOp,4,10,3,61.7,59.4,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_4shots/nctx10_cscFalse_ctpend/seed3/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k4|m10|seed3
eurosat,CoOp,4,12,1,58.2,56.1,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_4shots/nctx12_cscFalse_ctpend/seed1/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k4|m12|seed1
eurosat,CoOp,4,12,2,59.7,58.6,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_4shots/nctx12_cscFalse_ctpend/seed2/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k4|m12|seed2
eurosat,CoOp,4,12,3,57.9,54.3,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_4shots/nctx12_cscFalse_ctpend/seed3/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k4|m12|seed3
eurosat,CoOp,4,14,1,62.0,60.8,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_4shots/nctx14_cscFalse_ctpend/seed1/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k4|m14|seed1
eurosat,CoOp,4,14,2,61.5,59.7,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_4shots/nctx14_cscFalse_ctpend/seed2/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k4|m14|seed2
eurosat,CoOp,4,14,3,66.0,64.1,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_4shots/nctx14_cscFalse_ctpend/seed3/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k4|m14|seed3
eurosat,CoOp,4,16,1,66.5,65.9,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_4shots/nctx16_cscFalse_ctpend/seed1/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k4|m16|seed1
eurosat,CoOp,4,16,2,63.1,59.5,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_4shots/nctx16_cscFalse_ctpend/seed2/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k4|m16|seed2
eurosat,CoOp,4,16,3,60.5,59.0,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_4shots/nctx16_cscFalse_ctpend/seed3/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k4|m16|seed3
eurosat,CoOp,8,2,1,63.8,63.4,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_8shots/nctx2_cscFalse_ctpend/seed1/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k8|m2|seed1
eurosat,CoOp,8,2,2,58.0,56.3,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_8shots/nctx2_cscFalse_ctpend/seed2/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k8|m2|seed2
eurosat,CoOp,8,2,3,71.5,71.1,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_8shots/nctx2_cscFalse_ctpend/seed3/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k8|m2|seed3
eurosat,CoOp,8,4,1,65.6,65.2,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_8shots/nctx4_cscFalse_ctpend/seed1/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k8|m4|seed1
eurosat,CoOp,8,4,2,68.9,68.2,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_8shots/nctx4_cscFalse_ctpend/seed2/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k8|m4|seed2
eurosat,CoOp,8,4,3,70.0,69.2,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_8shots/nctx4_cscFalse_ctpend/seed3/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k8|m4|seed3
eurosat,CoOp,8,6,1,62.0,59.4,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_8shots/nctx6_cscFalse_ctpend/seed1/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k8|m6|seed1
eurosat,CoOp,8,6,2,64.3,63.3,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_8shots/nctx6_cscFalse_ctpend/seed2/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k8|m6|seed2
eurosat,CoOp,8,6,3,76.4,75.3,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_8shots/nctx6_cscFalse_ctpend/seed3/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k8|m6|seed3
eurosat,CoOp,8,8,2,65.1,64.5,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_8shots/nctx8_cscFalse_ctpend/seed2/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k8|m8|seed2
eurosat,CoOp,8,8,3,72.6,72.2,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_8shots/nctx8_cscFalse_ctpend/seed3/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k8|m8|seed3
eurosat,CoOp,8,10,1,66.2,66.3,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_8shots/nctx10_cscFalse_ctpend/seed1/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k8|m10|seed1
eurosat,CoOp,8,10,2,64.3,63.1,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_8shots/nctx10_cscFalse_ctpend/seed2/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k8|m10|seed2
eurosat,CoOp,8,10,3,79.0,78.3,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_8shots/nctx10_cscFalse_ctpend/seed3/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k8|m10|seed3
eurosat,CoOp,8,12,1,66.7,65.1,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_8shots/nctx12_cscFalse_ctpend/seed1/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k8|m12|seed1
eurosat,CoOp,8,12,2,69.4,68.4,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_8shots/nctx12_cscFalse_ctpend/seed2/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k8|m12|seed2
eurosat,CoOp,8,12,3,75.6,74.6,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_8shots/nctx12_cscFalse_ctpend/seed3/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k8|m12|seed3
eurosat,CoOp,8,14,1,69.3,68.5,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_8shots/nctx14_cscFalse_ctpend/seed1/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k8|m14|seed1
eurosat,CoOp,8,14,2,65.6,64.0,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_8shots/nctx14_cscFalse_ctpend/seed2/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k8|m14|seed2
eurosat,CoOp,8,14,3,69.6,68.9,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_8shots/nctx14_cscFalse_ctpend/seed3/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k8|m14|seed3
eurosat,CoOp,8,16,1,73.8,73.4,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_8shots/nctx16_cscFalse_ctpend/seed1/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k8|m16|seed1
eurosat,CoOp,8,16,2,68.8,68.1,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_8shots/nctx16_cscFalse_ctpend/seed2/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k8|m16|seed2
eurosat,CoOp,8,16,3,71.6,71.0,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_8shots/nctx16_cscFalse_ctpend/seed3/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k8|m16|seed3
eurosat,CoOp,10,2,1,73.5,73.1,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_10shots/nctx2_cscFalse_ctpend/seed1/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k10|m2|seed1
eurosat,CoOp,10,2,2,73.2,72.3,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_10shots/nctx2_cscFalse_ctpend/seed2/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k10|m2|seed2
eurosat,CoOp,10,2,3,74.0,73.3,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_10shots/nctx2_cscFalse_ctpend/seed3/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k10|m2|seed3
eurosat,CoOp,10,4,1,71.9,70.6,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_10shots/nctx4_cscFalse_ctpend/seed1/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k10|m4|seed1
eurosat,CoOp,10,4,2,75.3,75.0,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_10shots/nctx4_cscFalse_ctpend/seed2/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k10|m4|seed2
eurosat,CoOp,10,6,1,70.7,69.2,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_10shots/nctx6_cscFalse_ctpend/seed1/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k10|m6|seed1
eurosat,CoOp,10,6,2,62.6,61.9,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_10shots/nctx6_cscFalse_ctpend/seed2/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k10|m6|seed2
eurosat,CoOp,10,6,3,77.8,77.3,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_10shots/nctx6_cscFalse_ctpend/seed3/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k10|m6|seed3
eurosat,CoOp,10,8,1,64.4,63.5,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_10shots/nctx8_cscFalse_ctpend/seed1/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k10|m8|seed1
eurosat,CoOp,10,8,2,77.3,76.7,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_10shots/nctx8_cscFalse_ctpend/seed2/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k10|m8|seed2
eurosat,CoOp,10,8,3,79.7,79.0,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_10shots/nctx8_cscFalse_ctpend/seed3/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k10|m8|seed3
eurosat,CoOp,10,10,1,74.3,73.5,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_10shots/nctx10_cscFalse_ctpend/seed1/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k10|m10|seed1
eurosat,CoOp,10,10,2,74.5,74.0,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_10shots/nctx10_cscFalse_ctpend/seed2/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k10|m10|seed2
eurosat,CoOp,10,10,3,78.7,78.0,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_10shots/nctx10_cscFalse_ctpend/seed3/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k10|m10|seed3
eurosat,CoOp,10,12,2,74.5,74.1,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_10shots/nctx12_cscFalse_ctpend/seed2/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k10|m12|seed2
eurosat,CoOp,10,12,3,78.9,78.2,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_10shots/nctx12_cscFalse_ctpend/seed3/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k10|m12|seed3
eurosat,CoOp,10,14,1,77.9,76.7,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_10shots/nctx14_cscFalse_ctpend/seed1/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k10|m14|seed1
eurosat,CoOp,10,14,2,74.5,74.1,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_10shots/nctx14_cscFalse_ctpend/seed2/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k10|m14|seed2
eurosat,CoOp,10,14,3,74.7,74.2,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_10shots/nctx14_cscFalse_ctpend/seed3/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k10|m14|seed3
eurosat,CoOp,10,16,1,75.3,74.4,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_10shots/nctx16_cscFalse_ctpend/seed1/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k10|m16|seed1
eurosat,CoOp,10,16,2,74.4,74.0,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_10shots/nctx16_cscFalse_ctpend/seed2/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k10|m16|seed2
eurosat,CoOp,10,16,3,72.7,72.0,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_10shots/nctx16_cscFalse_ctpend/seed3/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k10|m16|seed3
eurosat,CoOp,12,2,1,62.3,60.5,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_12shots/nctx2_cscFalse_ctpend/seed1/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k12|m2|seed1
eurosat,CoOp,12,2,2,73.7,73.0,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_12shots/nctx2_cscFalse_ctpend/seed2/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k12|m2|seed2
eurosat,CoOp,12,2,3,71.6,70.8,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_12shots/nctx2_cscFalse_ctpend/seed3/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k12|m2|seed3
eurosat,CoOp,12,4,1,75.0,74.5,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_12shots/nctx4_cscFalse_ctpend/seed1/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k12|m4|seed1
eurosat,CoOp,12,4,2,70.9,70.5,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_12shots/nctx4_cscFalse_ctpend/seed2/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k12|m4|seed2
eurosat,CoOp,12,4,3,75.9,74.8,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_12shots/nctx4_cscFalse_ctpend/seed3/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k12|m4|seed3
eurosat,CoOp,12,6,1,67.2,66.6,False,1.0,0.1,baseline,/workspace/meta_prompt_1/third_party/CoOp_clean/output/eurosat/CoOp/rn50_ep50_12shots/nctx6_cscFalse_ctpend/seed1/log.txt,False,False,False,kept,,eurosat|CoOp|baseline|k12|m6|seed1
